#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.177741388114 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.1909000000     -0.35806404      0.1003340008E+01
  -0.1908000000     -0.35534290      0.1004660740E+01
  -0.1907000000     -0.35262176      0.1005817466E+01
  -0.1906000000     -0.34990063      0.1006804932E+01
  -0.1905000000     -0.34717949      0.1007618091E+01
  -0.1904000000     -0.34445835      0.1008252120E+01
  -0.1903000000     -0.34173721      0.1008702430E+01
  -0.1902000000     -0.33901607      0.1008964686E+01
  -0.1901000000     -0.33629493      0.1009034821E+01
  -0.1900000000     -0.33357380      0.1008909045E+01
  -0.1899000000     -0.33085266      0.1008583866E+01
  -0.1898000000     -0.32813152      0.1008056095E+01
  -0.1897000000     -0.32541038      0.1007322863E+01
  -0.1896000000     -0.32268924      0.1006381630E+01
  -0.1895000000     -0.31996810      0.1005230193E+01
  -0.1894000000     -0.31724696      0.1003866698E+01
  -0.1893000000     -0.31452583      0.1002289643E+01
  -0.1892000000     -0.31180469      0.1000497889E+01
  -0.1891000000     -0.30908355      0.9984906623E+00
  -0.1890000000     -0.30636241      0.9962675571E+00
  -0.1889000000     -0.30364127      0.9938285403E+00
  -0.1888000000     -0.30092013      0.9911739510E+00
  -0.1887000000     -0.29819900      0.9883045000E+00
  -0.1886000000     -0.29547786      0.9852212680E+00
  -0.1885000000     -0.29275672      0.9819257022E+00
  -0.1884000000     -0.29003558      0.9784196115E+00
  -0.1883000000     -0.28731444      0.9747051605E+00
  -0.1882000000     -0.28459330      0.9707848616E+00
  -0.1881000000     -0.28187217      0.9666615668E+00
  -0.1880000000     -0.27915103      0.9623384571E+00
  -0.1879000000     -0.27642989      0.9578190319E+00
  -0.1878000000     -0.27370875      0.9531070960E+00
  -0.1877000000     -0.27098761      0.9482067468E+00
  -0.1876000000     -0.26826647      0.9431223597E+00
  -0.1875000000     -0.26554534      0.9378585731E+00
  -0.1874000000     -0.26282420      0.9324202723E+00
  -0.1873000000     -0.26010306      0.9268125732E+00
  -0.1872000000     -0.25738192      0.9210408048E+00
  -0.1871000000     -0.25466078      0.9151104916E+00
  -0.1870000000     -0.25193964      0.9090273361E+00
  -0.1869000000     -0.24921850      0.9027971997E+00
  -0.1868000000     -0.24649737      0.8964260851E+00
  -0.1867000000     -0.24377623      0.8899201175E+00
  -0.1866000000     -0.24105509      0.8832855259E+00
  -0.1865000000     -0.23833395      0.8765286254E+00
  -0.1864000000     -0.23561281      0.8696557986E+00
  -0.1863000000     -0.23289167      0.8626734782E+00
  -0.1862000000     -0.23017054      0.8555881293E+00
  -0.1861000000     -0.22744940      0.8484062328E+00
  -0.1860000000     -0.22472826      0.8411342689E+00
  -0.1859000000     -0.22200712      0.8337787012E+00
  -0.1858000000     -0.21928598      0.8263459615E+00
  -0.1857000000     -0.21656484      0.8188424358E+00
  -0.1856000000     -0.21384371      0.8112744497E+00
  -0.1855000000     -0.21112257      0.8036482563E+00
  -0.1854000000     -0.20840143      0.7959700234E+00
  -0.1853000000     -0.20568029      0.7882458224E+00
  -0.1852000000     -0.20295915      0.7804816176E+00
  -0.1851000000     -0.20023801      0.7726832568E+00
  -0.1850000000     -0.19751688      0.7648564617E+00
  -0.1849000000     -0.19479574      0.7570068206E+00
  -0.1848000000     -0.19207460      0.7491397808E+00
  -0.1847000000     -0.18935346      0.7412606420E+00
  -0.1846000000     -0.18663232      0.7333745512E+00
  -0.1845000000     -0.18391118      0.7254864973E+00
  -0.1844000000     -0.18119004      0.7176013073E+00
  -0.1843000000     -0.17846891      0.7097236426E+00
  -0.1842000000     -0.17574777      0.7018579970E+00
  -0.1841000000     -0.17302663      0.6940086938E+00
  -0.1840000000     -0.17030549      0.6861798851E+00
  -0.1839000000     -0.16758435      0.6783755507E+00
  -0.1838000000     -0.16486321      0.6705994980E+00
  -0.1837000000     -0.16214208      0.6628553622E+00
  -0.1836000000     -0.15942094      0.6551466072E+00
  -0.1835000000     -0.15669980      0.6474765269E+00
  -0.1834000000     -0.15397866      0.6398482469E+00
  -0.1833000000     -0.15125752      0.6322647262E+00
  -0.1832000000     -0.14853638      0.6247287605E+00
  -0.1831000000     -0.14581525      0.6172429838E+00
  -0.1830000000     -0.14309411      0.6098098726E+00
  -0.1829000000     -0.14037297      0.6024317482E+00
  -0.1828000000     -0.13765183      0.5951107811E+00
  -0.1827000000     -0.13493069      0.5878489939E+00
  -0.1826000000     -0.13220955      0.5806482659E+00
  -0.1825000000     -0.12948842      0.5735103365E+00
  -0.1824000000     -0.12676728      0.5664368101E+00
  -0.1823000000     -0.12404614      0.5594291594E+00
  -0.1822000000     -0.12132500      0.5524887305E+00
  -0.1821000000     -0.11860386      0.5456167470E+00
  -0.1820000000     -0.11588272      0.5388143143E+00
  -0.1819000000     -0.11316158      0.5320824240E+00
  -0.1818000000     -0.11044045      0.5254219585E+00
  -0.1817000000     -0.10771931      0.5188336952E+00
  -0.1816000000     -0.10499817      0.5123183111E+00
  -0.1815000000     -0.10227703      0.5058763869E+00
  -0.1814000000     -0.09955589      0.4995084112E+00
  -0.1813000000     -0.09683475      0.4932147849E+00
  -0.1812000000     -0.09411362      0.4869958254E+00
  -0.1811000000     -0.09139248      0.4808517703E+00
  -0.1810000000     -0.08867134      0.4747827818E+00
  -0.1809000000     -0.08595020      0.4687889503E+00
  -0.1808000000     -0.08322906      0.4628702980E+00
  -0.1807000000     -0.08050792      0.4570267832E+00
  -0.1806000000     -0.07778679      0.4512583032E+00
  -0.1805000000     -0.07506565      0.4455646983E+00
  -0.1804000000     -0.07234451      0.4399457545E+00
  -0.1803000000     -0.06962337      0.4344012077E+00
  -0.1802000000     -0.06690223      0.4289307458E+00
  -0.1801000000     -0.06418109      0.4235340125E+00
  -0.1800000000     -0.06145996      0.4182106100E+00
  -0.1799000000     -0.05873882      0.4129601014E+00
  -0.1798000000     -0.05601768      0.4077820140E+00
  -0.1797000000     -0.05329654      0.4026758416E+00
  -0.1796000000     -0.05057540      0.3976410470E+00
  -0.1795000000     -0.04785426      0.3926770641E+00
  -0.1794000000     -0.04513312      0.3877833009E+00
  -0.1793000000     -0.04241199      0.3829591407E+00
  -0.1792000000     -0.03969085      0.3782039451E+00
  -0.1791000000     -0.03696971      0.3735170553E+00
  -0.1790000000     -0.03424857      0.3688977943E+00
  -0.1789000000     -0.03152743      0.3643454686E+00
  -0.1788000000     -0.02880629      0.3598593698E+00
  -0.1787000000     -0.02608516      0.3554387764E+00
  -0.1786000000     -0.02336402      0.3510829554E+00
  -0.1785000000     -0.02064288      0.3467911633E+00
  -0.1784000000     -0.01792174      0.3425626480E+00
  -0.1783000000     -0.01520060      0.3383966496E+00
  -0.1782000000     -0.01247946      0.3342924021E+00
  -0.1781000000     -0.00975833      0.3302491342E+00
  -0.1780000000     -0.00703719      0.3262660705E+00
  -0.1779000000     -0.00431605      0.3223424326E+00
  -0.1778000000     -0.00159491      0.3184774400E+00
  -0.1777000000      0.00112623      0.3146703108E+00
  -0.1776000000      0.00384737      0.3109202631E+00
  -0.1775000000      0.00656850      0.3072265150E+00
  -0.1774000000      0.00928964      0.3035882861E+00
  -0.1773000000      0.01201078      0.3000047975E+00
  -0.1772000000      0.01473192      0.2964752733E+00
  -0.1771000000      0.01745306      0.2929989401E+00
  -0.1770000000      0.02017420      0.2895750286E+00
  -0.1769000000      0.02289534      0.2862027735E+00
  -0.1768000000      0.02561647      0.2828814141E+00
  -0.1767000000      0.02833761      0.2796101947E+00
  -0.1766000000      0.03105875      0.2763883654E+00
  -0.1765000000      0.03377989      0.2732151817E+00
  -0.1764000000      0.03650103      0.2700899058E+00
  -0.1763000000      0.03922217      0.2670118059E+00
  -0.1762000000      0.04194330      0.2639801574E+00
  -0.1761000000      0.04466444      0.2609942425E+00
  -0.1760000000      0.04738558      0.2580533507E+00
  -0.1759000000      0.05010672      0.2551567792E+00
  -0.1758000000      0.05282786      0.2523038326E+00
  -0.1757000000      0.05554900      0.2494938235E+00
  -0.1756000000      0.05827013      0.2467260724E+00
  -0.1755000000      0.06099127      0.2439999080E+00
  -0.1754000000      0.06371241      0.2413146672E+00
  -0.1753000000      0.06643355      0.2386696951E+00
  -0.1752000000      0.06915469      0.2360643454E+00
  -0.1751000000      0.07187583      0.2334979800E+00
  -0.1750000000      0.07459696      0.2309699695E+00
  -0.1749000000      0.07731810      0.2284796931E+00
  -0.1748000000      0.08003924      0.2260265384E+00
  -0.1747000000      0.08276038      0.2236099017E+00
  -0.1746000000      0.08548152      0.2212291877E+00
  -0.1745000000      0.08820266      0.2188838100E+00
  -0.1744000000      0.09092380      0.2165731906E+00
  -0.1743000000      0.09364493      0.2142967600E+00
  -0.1742000000      0.09636607      0.2120539572E+00
  -0.1741000000      0.09908721      0.2098442300E+00
  -0.1740000000      0.10180835      0.2076670342E+00
  -0.1739000000      0.10452949      0.2055218342E+00
  -0.1738000000      0.10725063      0.2034081029E+00
  -0.1737000000      0.10997176      0.2013253213E+00
  -0.1736000000      0.11269290      0.1992729785E+00
  -0.1735000000      0.11541404      0.1972505720E+00
  -0.1734000000      0.11813518      0.1952576071E+00
  -0.1733000000      0.12085632      0.1932935975E+00
  -0.1732000000      0.12357746      0.1913580643E+00
  -0.1731000000      0.12629859      0.1894505369E+00
  -0.1730000000      0.12901973      0.1875705522E+00
  -0.1729000000      0.13174087      0.1857176547E+00
  -0.1728000000      0.13446201      0.1838913968E+00
  -0.1727000000      0.13718315      0.1820913380E+00
  -0.1726000000      0.13990429      0.1803170455E+00
  -0.1725000000      0.14262542      0.1785680935E+00
  -0.1724000000      0.14534656      0.1768440637E+00
  -0.1723000000      0.14806770      0.1751445448E+00
  -0.1722000000      0.15078884      0.1734691324E+00
  -0.1721000000      0.15350998      0.1718174291E+00
  -0.1720000000      0.15623112      0.1701890443E+00
  -0.1719000000      0.15895226      0.1685835943E+00
  -0.1718000000      0.16167339      0.1670007016E+00
  -0.1717000000      0.16439453      0.1654399957E+00
  -0.1716000000      0.16711567      0.1639011122E+00
  -0.1715000000      0.16983681      0.1623836932E+00
  -0.1714000000      0.17255795      0.1608873868E+00
  -0.1713000000      0.17527909      0.1594118476E+00
  -0.1712000000      0.17800022      0.1579567358E+00
  -0.1711000000      0.18072136      0.1565217179E+00
  -0.1710000000      0.18344250      0.1551064661E+00
  -0.1709000000      0.18616364      0.1537106583E+00
  -0.1708000000      0.18888478      0.1523339781E+00
  -0.1707000000      0.19160592      0.1509761147E+00
  -0.1706000000      0.19432705      0.1496367628E+00
  -0.1705000000      0.19704819      0.1483156222E+00
  -0.1704000000      0.19976933      0.1470123984E+00
  -0.1703000000      0.20249047      0.1457268018E+00
  -0.1702000000      0.20521161      0.1444585479E+00
  -0.1701000000      0.20793275      0.1432073575E+00
  -0.1700000000      0.21065388      0.1419729560E+00
  -0.1699000000      0.21337502      0.1407550738E+00
  -0.1698000000      0.21609616      0.1395534461E+00
  -0.1697000000      0.21881730      0.1383678127E+00
  -0.1696000000      0.22153844      0.1371979180E+00
  -0.1695000000      0.22425958      0.1360435110E+00
  -0.1694000000      0.22698072      0.1349043449E+00
  -0.1693000000      0.22970185      0.1337801775E+00
  -0.1692000000      0.23242299      0.1326707708E+00
  -0.1691000000      0.23514413      0.1315758910E+00
  -0.1690000000      0.23786527      0.1304953083E+00
  -0.1689000000      0.24058641      0.1294287972E+00
  -0.1688000000      0.24330755      0.1283761359E+00
  -0.1687000000      0.24602868      0.1273371068E+00
  -0.1686000000      0.24874982      0.1263114957E+00
  -0.1685000000      0.25147096      0.1252990926E+00
  -0.1684000000      0.25419210      0.1242996910E+00
  -0.1683000000      0.25691324      0.1233130880E+00
  -0.1682000000      0.25963438      0.1223390843E+00
  -0.1681000000      0.26235551      0.1213774841E+00
  -0.1680000000      0.26507665      0.1204280950E+00
  -0.1679000000      0.26779779      0.1194907279E+00
  -0.1678000000      0.27051893      0.1185651972E+00
  -0.1677000000      0.27324007      0.1176513204E+00
  -0.1676000000      0.27596121      0.1167489182E+00
  -0.1675000000      0.27868234      0.1158578143E+00
  -0.1674000000      0.28140348      0.1149778357E+00
  -0.1673000000      0.28412462      0.1141088123E+00
  -0.1672000000      0.28684576      0.1132505769E+00
  -0.1671000000      0.28956690      0.1124029653E+00
  -0.1670000000      0.29228804      0.1115658159E+00
  -0.1669000000      0.29500918      0.1107389703E+00
  -0.1668000000      0.29773031      0.1099222726E+00
  -0.1667000000      0.30045145      0.1091155694E+00
  -0.1666000000      0.30317259      0.1083187103E+00
  -0.1665000000      0.30589373      0.1075315472E+00
  -0.1664000000      0.30861487      0.1067539348E+00
  -0.1663000000      0.31133601      0.1059857301E+00
  -0.1662000000      0.31405714      0.1052267925E+00
  -0.1661000000      0.31677828      0.1044769841E+00
  -0.1660000000      0.31949942      0.1037361689E+00
  -0.1659000000      0.32222056      0.1030042137E+00
  -0.1658000000      0.32494170      0.1022809871E+00
  -0.1657000000      0.32766284      0.1015663604E+00
  -0.1656000000      0.33038397      0.1008602067E+00
  -0.1655000000      0.33310511      0.1001624014E+00
  -0.1654000000      0.33582625      0.9947282206E-01
  -0.1653000000      0.33854739      0.9879134819E-01
  -0.1652000000      0.34126853      0.9811786138E-01
  -0.1651000000      0.34398967      0.9745224521E-01
  -0.1650000000      0.34671080      0.9679438522E-01
  -0.1649000000      0.34943194      0.9614416885E-01
  -0.1648000000      0.35215308      0.9550148544E-01
  -0.1647000000      0.35487422      0.9486622615E-01
  -0.1646000000      0.35759536      0.9423828398E-01
  -0.1645000000      0.36031650      0.9361755370E-01
  -0.1644000000      0.36303764      0.9300393182E-01
  -0.1643000000      0.36575877      0.9239731657E-01
  -0.1642000000      0.36847991      0.9179760786E-01
  -0.1641000000      0.37120105      0.9120470726E-01
  -0.1640000000      0.37392219      0.9061851796E-01
  -0.1639000000      0.37664333      0.9003894473E-01
  -0.1638000000      0.37936447      0.8946589391E-01
  -0.1637000000      0.38208560      0.8889927339E-01
  -0.1636000000      0.38480674      0.8833899254E-01
  -0.1635000000      0.38752788      0.8778496223E-01
  -0.1634000000      0.39024902      0.8723709478E-01
  -0.1633000000      0.39297016      0.8669530392E-01
  -0.1632000000      0.39569130      0.8615950480E-01
  -0.1631000000      0.39841243      0.8562961393E-01
  -0.1630000000      0.40113357      0.8510554918E-01
  -0.1629000000      0.40385471      0.8458722973E-01
  -0.1628000000      0.40657585      0.8407457609E-01
  -0.1627000000      0.40929699      0.8356751002E-01
  -0.1626000000      0.41201813      0.8306595455E-01
  -0.1625000000      0.41473926      0.8256983395E-01
  -0.1624000000      0.41746040      0.8207907367E-01
  -0.1623000000      0.42018154      0.8159360038E-01
  -0.1622000000      0.42290268      0.8111334191E-01
  -0.1621000000      0.42562382      0.8063822722E-01
  -0.1620000000      0.42834496      0.8016818643E-01
  -0.1619000000      0.43106610      0.7970315074E-01
  -0.1618000000      0.43378723      0.7924305243E-01
  -0.1617000000      0.43650837      0.7878782488E-01
  -0.1616000000      0.43922951      0.7833740249E-01
  -0.1615000000      0.44195065      0.7789172071E-01
  -0.1614000000      0.44467179      0.7745071599E-01
  -0.1613000000      0.44739293      0.7701432577E-01
  -0.1612000000      0.45011406      0.7658248849E-01
  -0.1611000000      0.45283520      0.7615514352E-01
  -0.1610000000      0.45555634      0.7573223119E-01
  -0.1609000000      0.45827748      0.7531369275E-01
  -0.1608000000      0.46099862      0.7489947038E-01
  -0.1607000000      0.46371976      0.7448950713E-01
  -0.1606000000      0.46644089      0.7408374694E-01
  -0.1605000000      0.46916203      0.7368213461E-01
  -0.1604000000      0.47188317      0.7328461580E-01
  -0.1603000000      0.47460431      0.7289113698E-01
  -0.1602000000      0.47732545      0.7250164547E-01
  -0.1601000000      0.48004659      0.7211608937E-01
  -0.1600000000      0.48276772      0.7173441759E-01
  -0.1599000000      0.48548886      0.7135657982E-01
  -0.1598000000      0.48821000      0.7098252649E-01
  -0.1597000000      0.49093114      0.7061220881E-01
  -0.1596000000      0.49365228      0.7024557872E-01
  -0.1595000000      0.49637342      0.6988258888E-01
  -0.1594000000      0.49909456      0.6952319268E-01
  -0.1593000000      0.50181569      0.6916734419E-01
  -0.1592000000      0.50453683      0.6881499819E-01
  -0.1591000000      0.50725797      0.6846611013E-01
  -0.1590000000      0.50997911      0.6812063614E-01
  -0.1589000000      0.51270025      0.6777853298E-01
  -0.1588000000      0.51542139      0.6743975807E-01
  -0.1587000000      0.51814252      0.6710426949E-01
  -0.1586000000      0.52086366      0.6677202589E-01
  -0.1585000000      0.52358480      0.6644298658E-01
  -0.1584000000      0.52630594      0.6611711145E-01
  -0.1583000000      0.52902708      0.6579436100E-01
  -0.1582000000      0.53174822      0.6547469630E-01
  -0.1581000000      0.53446935      0.6515807898E-01
  -0.1580000000      0.53719049      0.6484447128E-01
  -0.1579000000      0.53991163      0.6453383595E-01
  -0.1578000000      0.54263277      0.6422613631E-01
  -0.1577000000      0.54535391      0.6392133621E-01
  -0.1576000000      0.54807505      0.6361940002E-01
  -0.1575000000      0.55079618      0.6332029265E-01
  -0.1574000000      0.55351732      0.6302397951E-01
  -0.1573000000      0.55623846      0.6273042651E-01
  -0.1572000000      0.55895960      0.6243960006E-01
  -0.1571000000      0.56168074      0.6215146706E-01
  -0.1570000000      0.56440188      0.6186599487E-01
  -0.1569000000      0.56712302      0.6158315135E-01
  -0.1568000000      0.56984415      0.6130290480E-01
  -0.1567000000      0.57256529      0.6102522399E-01
  -0.1566000000      0.57528643      0.6075007814E-01
  -0.1565000000      0.57800757      0.6047743691E-01
  -0.1564000000      0.58072871      0.6020727037E-01
  -0.1563000000      0.58344985      0.5993954907E-01
  -0.1562000000      0.58617098      0.5967424392E-01
  -0.1561000000      0.58889212      0.5941132630E-01
  -0.1560000000      0.59161326      0.5915076797E-01
  -0.1559000000      0.59433440      0.5889254109E-01
  -0.1558000000      0.59705554      0.5863661821E-01
  -0.1557000000      0.59977668      0.5838297230E-01
  -0.1556000000      0.60249781      0.5813157668E-01
  -0.1555000000      0.60521895      0.5788240507E-01
  -0.1554000000      0.60794009      0.5763543154E-01
  -0.1553000000      0.61066123      0.5739063054E-01
  -0.1552000000      0.61338237      0.5714797688E-01
  -0.1551000000      0.61610351      0.5690744571E-01
  -0.1550000000      0.61882464      0.5666901255E-01
  -0.1549000000      0.62154578      0.5643265325E-01
  -0.1548000000      0.62426692      0.5619834399E-01
  -0.1547000000      0.62698806      0.5596606130E-01
  -0.1546000000      0.62970920      0.5573578203E-01
  -0.1545000000      0.63243034      0.5550748335E-01
  -0.1544000000      0.63515148      0.5528114275E-01
  -0.1543000000      0.63787261      0.5505673805E-01
  -0.1542000000      0.64059375      0.5483424734E-01
  -0.1541000000      0.64331489      0.5461364904E-01
  -0.1540000000      0.64603603      0.5439492188E-01
  -0.1539000000      0.64875717      0.5417804485E-01
  -0.1538000000      0.65147831      0.5396299726E-01
  -0.1537000000      0.65419944      0.5374975868E-01
  -0.1536000000      0.65692058      0.5353830899E-01
  -0.1535000000      0.65964172      0.5332862833E-01
  -0.1534000000      0.66236286      0.5312069711E-01
  -0.1533000000      0.66508400      0.5291449602E-01
  -0.1532000000      0.66780514      0.5271000600E-01
  -0.1531000000      0.67052627      0.5250720827E-01
  -0.1530000000      0.67324741      0.5230608429E-01
  -0.1529000000      0.67596855      0.5210661579E-01
  -0.1528000000      0.67868969      0.5190878472E-01
  -0.1527000000      0.68141083      0.5171257332E-01
  -0.1526000000      0.68413197      0.5151796403E-01
  -0.1525000000      0.68685310      0.5132493955E-01
  -0.1524000000      0.68957424      0.5113348281E-01
  -0.1523000000      0.69229538      0.5094357698E-01
  -0.1522000000      0.69501652      0.5075520545E-01
  -0.1521000000      0.69773766      0.5056835183E-01
  -0.1520000000      0.70045880      0.5038299996E-01
  -0.1519000000      0.70317994      0.5019913390E-01
  -0.1518000000      0.70590107      0.5001673791E-01
  -0.1517000000      0.70862221      0.4983579649E-01
  -0.1516000000      0.71134335      0.4965629432E-01
  -0.1515000000      0.71406449      0.4947821631E-01
  -0.1514000000      0.71678563      0.4930154755E-01
  -0.1513000000      0.71950677      0.4912627334E-01
  -0.1512000000      0.72222790      0.4895237920E-01
  -0.1511000000      0.72494904      0.4877985080E-01
  -0.1510000000      0.72767018      0.4860867404E-01
  -0.1509000000      0.73039132      0.4843883498E-01
  -0.1508000000      0.73311246      0.4827031990E-01
  -0.1507000000      0.73583360      0.4810311523E-01
  -0.1506000000      0.73855473      0.4793720759E-01
  -0.1505000000      0.74127587      0.4777258380E-01
  -0.1504000000      0.74399701      0.4760923083E-01
  -0.1503000000      0.74671815      0.4744713583E-01
  -0.1502000000      0.74943929      0.4728628613E-01
  -0.1501000000      0.75216043      0.4712666922E-01
  -0.1500000000      0.75488156      0.4696827276E-01
  -0.1499000000      0.75760270      0.4681108456E-01
  -0.1498000000      0.76032384      0.4665509262E-01
  -0.1497000000      0.76304498      0.4650028507E-01
  -0.1496000000      0.76576612      0.4634665021E-01
  -0.1495000000      0.76848726      0.4619417651E-01
  -0.1494000000      0.77120840      0.4604285256E-01
  -0.1493000000      0.77392953      0.4589266712E-01
  -0.1492000000      0.77665067      0.4574360910E-01
  -0.1491000000      0.77937181      0.4559566754E-01
  -0.1490000000      0.78209295      0.4544883166E-01
  -0.1489000000      0.78481409      0.4530309078E-01
  -0.1488000000      0.78753523      0.4515843439E-01
  -0.1487000000      0.79025636      0.4501485210E-01
  -0.1486000000      0.79297750      0.4487233366E-01
  -0.1485000000      0.79569864      0.4473086897E-01
  -0.1484000000      0.79841978      0.4459044804E-01
  -0.1483000000      0.80114092      0.4445106103E-01
  -0.1482000000      0.80386206      0.4431269822E-01
  -0.1481000000      0.80658319      0.4417535001E-01
  -0.1480000000      0.80930433      0.4403900695E-01
  -0.1479000000      0.81202547      0.4390365968E-01
  -0.1478000000      0.81474661      0.4376929899E-01
  -0.1477000000      0.81746775      0.4363591578E-01
  -0.1476000000      0.82018889      0.4350350107E-01
  -0.1475000000      0.82291002      0.4337204600E-01
  -0.1474000000      0.82563116      0.4324154181E-01
  -0.1473000000      0.82835230      0.4311197987E-01
  -0.1472000000      0.83107344      0.4298335166E-01
  -0.1471000000      0.83379458      0.4285564877E-01
  -0.1470000000      0.83651572      0.4272886291E-01
  -0.1469000000      0.83923686      0.4260298587E-01
  -0.1468000000      0.84195799      0.4247800956E-01
  -0.1467000000      0.84467913      0.4235392602E-01
  -0.1466000000      0.84740027      0.4223072736E-01
  -0.1465000000      0.85012141      0.4210840580E-01
  -0.1464000000      0.85284255      0.4198695367E-01
  -0.1463000000      0.85556369      0.4186636340E-01
  -0.1462000000      0.85828482      0.4174662750E-01
  -0.1461000000      0.86100596      0.4162773860E-01
  -0.1460000000      0.86372710      0.4150968941E-01
  -0.1459000000      0.86644824      0.4139247274E-01
  -0.1458000000      0.86916938      0.4127608149E-01
  -0.1457000000      0.87189052      0.4116050867E-01
  -0.1456000000      0.87461165      0.4104574734E-01
  -0.1455000000      0.87733279      0.4093179069E-01
  -0.1454000000      0.88005393      0.4081863197E-01
  -0.1453000000      0.88277507      0.4070626454E-01
  -0.1452000000      0.88549621      0.4059468183E-01
  -0.1451000000      0.88821735      0.4048387737E-01
  -0.1450000000      0.89093848      0.4037384474E-01
  -0.1449000000      0.89365962      0.4026457764E-01
  -0.1448000000      0.89638076      0.4015606983E-01
  -0.1447000000      0.89910190      0.4004831516E-01
  -0.1446000000      0.90182304      0.3994130755E-01
  -0.1445000000      0.90454418      0.3983504101E-01
  -0.1444000000      0.90726532      0.3972950962E-01
  -0.1443000000      0.90998645      0.3962470753E-01
  -0.1442000000      0.91270759      0.3952062898E-01
  -0.1441000000      0.91542873      0.3941726827E-01
  -0.1440000000      0.91814987      0.3931461977E-01
  -0.1439000000      0.92087101      0.3921267795E-01
  -0.1438000000      0.92359215      0.3911143731E-01
  -0.1437000000      0.92631328      0.3901089246E-01
  -0.1436000000      0.92903442      0.3891103804E-01
  -0.1435000000      0.93175556      0.3881186880E-01
  -0.1434000000      0.93447670      0.3871337952E-01
  -0.1433000000      0.93719784      0.3861556508E-01
  -0.1432000000      0.93991898      0.3851842039E-01
  -0.1431000000      0.94264011      0.3842194045E-01
  -0.1430000000      0.94536125      0.3832612031E-01
  -0.1429000000      0.94808239      0.3823095511E-01
  -0.1428000000      0.95080353      0.3813644001E-01
  -0.1427000000      0.95352467      0.3804257027E-01
  -0.1426000000      0.95624581      0.3794934118E-01
  -0.1425000000      0.95896694      0.3785674811E-01
  -0.1424000000      0.96168808      0.3776478648E-01
  -0.1423000000      0.96440922      0.3767345178E-01
  -0.1422000000      0.96713036      0.3758273954E-01
  -0.1421000000      0.96985150      0.3749264535E-01
  -0.1420000000      0.97257264      0.3740316487E-01
  -0.1419000000      0.97529378      0.3731429381E-01
  -0.1418000000      0.97801491      0.3722602792E-01
  -0.1417000000      0.98073605      0.3713836301E-01
  -0.1416000000      0.98345719      0.3705129496E-01
  -0.1415000000      0.98617833      0.3696481969E-01
  -0.1414000000      0.98889947      0.3687893316E-01
  -0.1413000000      0.99162061      0.3679363140E-01
  -0.1412000000      0.99434174      0.3670891049E-01
  -0.1411000000      0.99706288      0.3662476653E-01
  -0.1410000000      0.99978402      0.3654119571E-01
  -0.1409000000      1.00250516      0.3645819424E-01
  -0.1408000000      1.00522630      0.3637575839E-01
  -0.1407000000      1.00794744      0.3629388448E-01
  -0.1406000000      1.01066857      0.3621256887E-01
  -0.1405000000      1.01338971      0.3613180795E-01
  -0.1404000000      1.01611085      0.3605159820E-01
  -0.1403000000      1.01883199      0.3597193609E-01
  -0.1402000000      1.02155313      0.3589281817E-01
  -0.1401000000      1.02427427      0.3581424103E-01
  -0.1400000000      1.02699540      0.3573620130E-01
  -0.1399000000      1.02971654      0.3565869563E-01
  -0.1398000000      1.03243768      0.3558172075E-01
  -0.1397000000      1.03515882      0.3550527341E-01
  -0.1396000000      1.03787996      0.3542935039E-01
  -0.1395000000      1.04060110      0.3535394854E-01
  -0.1394000000      1.04332224      0.3527906473E-01
  -0.1393000000      1.04604337      0.3520469586E-01
  -0.1392000000      1.04876451      0.3513083890E-01
  -0.1391000000      1.05148565      0.3505749082E-01
  -0.1390000000      1.05420679      0.3498464866E-01
  -0.1389000000      1.05692793      0.3491230948E-01
  -0.1388000000      1.05964907      0.3484047039E-01
  -0.1387000000      1.06237020      0.3476912851E-01
  -0.1386000000      1.06509134      0.3469828102E-01
  -0.1385000000      1.06781248      0.3462792513E-01
  -0.1384000000      1.07053362      0.3455805808E-01
  -0.1383000000      1.07325476      0.3448867715E-01
  -0.1382000000      1.07597590      0.3441977965E-01
  -0.1381000000      1.07869703      0.3435136292E-01
  -0.1380000000      1.08141817      0.3428342435E-01
  -0.1379000000      1.08413931      0.3421596134E-01
  -0.1378000000      1.08686045      0.3414897133E-01
  -0.1377000000      1.08958159      0.3408245180E-01
  -0.1376000000      1.09230273      0.3401640026E-01
  -0.1375000000      1.09502386      0.3395081424E-01
  -0.1374000000      1.09774500      0.3388569131E-01
  -0.1373000000      1.10046614      0.3382102906E-01
  -0.1372000000      1.10318728      0.3375682512E-01
  -0.1371000000      1.10590842      0.3369307716E-01
  -0.1370000000      1.10862956      0.3362978285E-01
  -0.1369000000      1.11135070      0.3356693990E-01
  -0.1368000000      1.11407183      0.3350454607E-01
  -0.1367000000      1.11679297      0.3344259913E-01
  -0.1366000000      1.11951411      0.3338109686E-01
  -0.1365000000      1.12223525      0.3332003710E-01
  -0.1364000000      1.12495639      0.3325941769E-01
  -0.1363000000      1.12767753      0.3319923652E-01
  -0.1362000000      1.13039866      0.3313949150E-01
  -0.1361000000      1.13311980      0.3308018054E-01
  -0.1360000000      1.13584094      0.3302130162E-01
  -0.1359000000      1.13856208      0.3296285270E-01
  -0.1358000000      1.14128322      0.3290483180E-01
