#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.172517414142 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.0998000000      1.97874148      0.4149659443E-03
  -0.0997000000      1.98146262      0.4152167021E-03
  -0.0996000000      1.98418376      0.4154704963E-03
  -0.0995000000      1.98690489      0.4157273291E-03
  -0.0994000000      1.98962603      0.4159872024E-03
  -0.0993000000      1.99234717      0.4162501185E-03
  -0.0992000000      1.99506831      0.4165160794E-03
  -0.0991000000      1.99778945      0.4167850873E-03
  -0.0990000000      2.00051059      0.4170571444E-03
  -0.0989000000      2.00323173      0.4173322528E-03
  -0.0988000000      2.00595286      0.4176104148E-03
  -0.0987000000      2.00867400      0.4178916324E-03
  -0.0986000000      2.01139514      0.4181759079E-03
  -0.0985000000      2.01411628      0.4184632436E-03
  -0.0984000000      2.01683742      0.4187536416E-03
  -0.0983000000      2.01955856      0.4190471041E-03
  -0.0982000000      2.02227969      0.4193436335E-03
  -0.0981000000      2.02500083      0.4196432319E-03
  -0.0980000000      2.02772197      0.4199459016E-03
  -0.0979000000      2.03044311      0.4202516449E-03
  -0.0978000000      2.03316425      0.4205604639E-03
  -0.0977000000      2.03588539      0.4208723611E-03
  -0.0976000000      2.03860652      0.4211873386E-03
  -0.0975000000      2.04132766      0.4215053987E-03
  -0.0974000000      2.04404880      0.4218265436E-03
  -0.0973000000      2.04676994      0.4221507758E-03
  -0.0972000000      2.04949108      0.4224780973E-03
  -0.0971000000      2.05221222      0.4228085106E-03
  -0.0970000000      2.05493335      0.4231420178E-03
  -0.0969000000      2.05765449      0.4234786213E-03
  -0.0968000000      2.06037563      0.4238183233E-03
  -0.0967000000      2.06309677      0.4241611261E-03
  -0.0966000000      2.06581791      0.4245070319E-03
  -0.0965000000      2.06853905      0.4248560430E-03
  -0.0964000000      2.07126019      0.4252081617E-03
  -0.0963000000      2.07398132      0.4255633903E-03
  -0.0962000000      2.07670246      0.4259217309E-03
  -0.0961000000      2.07942360      0.4262831858E-03
  -0.0960000000      2.08214474      0.4266477572E-03
  -0.0959000000      2.08486588      0.4270154474E-03
  -0.0958000000      2.08758702      0.4273862586E-03
  -0.0957000000      2.09030815      0.4277601930E-03
  -0.0956000000      2.09302929      0.4281372529E-03
  -0.0955000000      2.09575043      0.4285174403E-03
  -0.0954000000      2.09847157      0.4289007575E-03
  -0.0953000000      2.10119271      0.4292872067E-03
  -0.0952000000      2.10391385      0.4296767900E-03
  -0.0951000000      2.10663498      0.4300695095E-03
  -0.0950000000      2.10935612      0.4304653675E-03
  -0.0949000000      2.11207726      0.4308643661E-03
  -0.0948000000      2.11479840      0.4312665073E-03
  -0.0947000000      2.11751954      0.4316717932E-03
  -0.0946000000      2.12024068      0.4320802261E-03
  -0.0945000000      2.12296181      0.4324918078E-03
  -0.0944000000      2.12568295      0.4329065406E-03
  -0.0943000000      2.12840409      0.4333244264E-03
  -0.0942000000      2.13112523      0.4337454673E-03
  -0.0941000000      2.13384637      0.4341696653E-03
  -0.0940000000      2.13656751      0.4345970224E-03
  -0.0939000000      2.13928865      0.4350275405E-03
  -0.0938000000      2.14200978      0.4354612217E-03
  -0.0937000000      2.14473092      0.4358980679E-03
  -0.0936000000      2.14745206      0.4363380811E-03
  -0.0935000000      2.15017320      0.4367812631E-03
  -0.0934000000      2.15289434      0.4372276159E-03
  -0.0933000000      2.15561548      0.4376771413E-03
  -0.0932000000      2.15833661      0.4381298412E-03
  -0.0931000000      2.16105775      0.4385857174E-03
  -0.0930000000      2.16377889      0.4390447718E-03
  -0.0929000000      2.16650003      0.4395070062E-03
  -0.0928000000      2.16922117      0.4399724224E-03
  -0.0927000000      2.17194231      0.4404410221E-03
  -0.0926000000      2.17466344      0.4409128070E-03
  -0.0925000000      2.17738458      0.4413877790E-03
  -0.0924000000      2.18010572      0.4418659397E-03
  -0.0923000000      2.18282686      0.4423472909E-03
  -0.0922000000      2.18554800      0.4428318341E-03
  -0.0921000000      2.18826914      0.4433195710E-03
  -0.0920000000      2.19099027      0.4438105033E-03
  -0.0919000000      2.19371141      0.4443046326E-03
  -0.0918000000      2.19643255      0.4448019604E-03
  -0.0917000000      2.19915369      0.4453024883E-03
  -0.0916000000      2.20187483      0.4458062179E-03
  -0.0915000000      2.20459597      0.4463131507E-03
  -0.0914000000      2.20731711      0.4468232882E-03
  -0.0913000000      2.21003824      0.4473366318E-03
  -0.0912000000      2.21275938      0.4478531831E-03
  -0.0911000000      2.21548052      0.4483729435E-03
  -0.0910000000      2.21820166      0.4488959144E-03
  -0.0909000000      2.22092280      0.4494220972E-03
  -0.0908000000      2.22364394      0.4499514933E-03
  -0.0907000000      2.22636507      0.4504841041E-03
  -0.0906000000      2.22908621      0.4510199308E-03
  -0.0905000000      2.23180735      0.4515589748E-03
  -0.0904000000      2.23452849      0.4521012375E-03
  -0.0903000000      2.23724963      0.4526467200E-03
  -0.0902000000      2.23997077      0.4531954237E-03
  -0.0901000000      2.24269190      0.4537473498E-03
  -0.0900000000      2.24541304      0.4543024996E-03
  -0.0899000000      2.24813418      0.4548608741E-03
  -0.0898000000      2.25085532      0.4554224746E-03
  -0.0897000000      2.25357646      0.4559873024E-03
  -0.0896000000      2.25629760      0.4565553584E-03
  -0.0895000000      2.25901873      0.4571266439E-03
  -0.0894000000      2.26173987      0.4577011600E-03
  -0.0893000000      2.26446101      0.4582789077E-03
  -0.0892000000      2.26718215      0.4588598882E-03
  -0.0891000000      2.26990329      0.4594441026E-03
  -0.0890000000      2.27262443      0.4600315517E-03
  -0.0889000000      2.27534557      0.4606222368E-03
  -0.0888000000      2.27806670      0.4612161588E-03
  -0.0887000000      2.28078784      0.4618133188E-03
  -0.0886000000      2.28350898      0.4624137176E-03
  -0.0885000000      2.28623012      0.4630173563E-03
  -0.0884000000      2.28895126      0.4636242359E-03
  -0.0883000000      2.29167240      0.4642343573E-03
  -0.0882000000      2.29439353      0.4648477215E-03
  -0.0881000000      2.29711467      0.4654643293E-03
  -0.0880000000      2.29983581      0.4660841818E-03
  -0.0879000000      2.30255695      0.4667072798E-03
  -0.0878000000      2.30527809      0.4673336241E-03
  -0.0877000000      2.30799923      0.4679632158E-03
  -0.0876000000      2.31072036      0.4685960557E-03
  -0.0875000000      2.31344150      0.4692321446E-03
  -0.0874000000      2.31616264      0.4698714835E-03
  -0.0873000000      2.31888378      0.4705140732E-03
  -0.0872000000      2.32160492      0.4711599146E-03
  -0.0871000000      2.32432606      0.4718090084E-03
  -0.0870000000      2.32704719      0.4724613557E-03
  -0.0869000000      2.32976833      0.4731169572E-03
  -0.0868000000      2.33248947      0.4737758137E-03
  -0.0867000000      2.33521061      0.4744379263E-03
  -0.0866000000      2.33793175      0.4751032955E-03
  -0.0865000000      2.34065289      0.4757719225E-03
  -0.0864000000      2.34337403      0.4764438079E-03
  -0.0863000000      2.34609516      0.4771189526E-03
  -0.0862000000      2.34881630      0.4777973576E-03
  -0.0861000000      2.35153744      0.4784790236E-03
  -0.0860000000      2.35425858      0.4791639516E-03
  -0.0859000000      2.35697972      0.4798521424E-03
  -0.0858000000      2.35970086      0.4805435970E-03
  -0.0857000000      2.36242199      0.4812383161E-03
  -0.0856000000      2.36514313      0.4819363008E-03
  -0.0855000000      2.36786427      0.4826375519E-03
  -0.0854000000      2.37058541      0.4833420705E-03
  -0.0853000000      2.37330655      0.4840498573E-03
  -0.0852000000      2.37602769      0.4847609135E-03
  -0.0851000000      2.37874882      0.4854752399E-03
  -0.0850000000      2.38146996      0.4861928377E-03
  -0.0849000000      2.38419110      0.4869137077E-03
  -0.0848000000      2.38691224      0.4876378511E-03
  -0.0847000000      2.38963338      0.4883652689E-03
  -0.0846000000      2.39235452      0.4890959622E-03
  -0.0845000000      2.39507565      0.4898299320E-03
  -0.0844000000      2.39779679      0.4905671796E-03
  -0.0843000000      2.40051793      0.4913077062E-03
  -0.0842000000      2.40323907      0.4920515128E-03
  -0.0841000000      2.40596021      0.4927986007E-03
  -0.0840000000      2.40868135      0.4935489712E-03
  -0.0839000000      2.41140249      0.4943026256E-03
  -0.0838000000      2.41412362      0.4950595651E-03
  -0.0837000000      2.41684476      0.4958197912E-03
  -0.0836000000      2.41956590      0.4965833052E-03
  -0.0835000000      2.42228704      0.4973501086E-03
  -0.0834000000      2.42500818      0.4981202029E-03
  -0.0833000000      2.42772932      0.4988935895E-03
  -0.0832000000      2.43045045      0.4996702701E-03
  -0.0831000000      2.43317159      0.5004502463E-03
  -0.0830000000      2.43589273      0.5012335196E-03
  -0.0829000000      2.43861387      0.5020200919E-03
  -0.0828000000      2.44133501      0.5028099649E-03
  -0.0827000000      2.44405615      0.5036031404E-03
  -0.0826000000      2.44677728      0.5043996203E-03
  -0.0825000000      2.44949842      0.5051994065E-03
  -0.0824000000      2.45221956      0.5060025010E-03
  -0.0823000000      2.45494070      0.5068089058E-03
  -0.0822000000      2.45766184      0.5076186231E-03
  -0.0821000000      2.46038298      0.5084316550E-03
  -0.0820000000      2.46310411      0.5092480037E-03
  -0.0819000000      2.46582525      0.5100676716E-03
  -0.0818000000      2.46854639      0.5108906611E-03
  -0.0817000000      2.47126753      0.5117169745E-03
  -0.0816000000      2.47398867      0.5125466145E-03
  -0.0815000000      2.47670981      0.5133795836E-03
  -0.0814000000      2.47943095      0.5142158845E-03
  -0.0813000000      2.48215208      0.5150555199E-03
  -0.0812000000      2.48487322      0.5158984927E-03
  -0.0811000000      2.48759436      0.5167448058E-03
  -0.0810000000      2.49031550      0.5175944623E-03
  -0.0809000000      2.49303664      0.5184474652E-03
  -0.0808000000      2.49575778      0.5193038177E-03
  -0.0807000000      2.49847891      0.5201635231E-03
  -0.0806000000      2.50120005      0.5210265848E-03
  -0.0805000000      2.50392119      0.5218930062E-03
  -0.0804000000      2.50664233      0.5227627909E-03
  -0.0803000000      2.50936347      0.5236359427E-03
  -0.0802000000      2.51208461      0.5245124653E-03
  -0.0801000000      2.51480574      0.5253923625E-03
  -0.0800000000      2.51752688      0.5262756384E-03
  -0.0799000000      2.52024802      0.5271622970E-03
  -0.0798000000      2.52296916      0.5280523427E-03
  -0.0797000000      2.52569030      0.5289457797E-03
  -0.0796000000      2.52841144      0.5298426125E-03
  -0.0795000000      2.53113257      0.5307428456E-03
  -0.0794000000      2.53385371      0.5316464838E-03
  -0.0793000000      2.53657485      0.5325535319E-03
  -0.0792000000      2.53929599      0.5334639948E-03
  -0.0791000000      2.54201713      0.5343778777E-03
  -0.0790000000      2.54473827      0.5352951856E-03
  -0.0789000000      2.54745941      0.5362159240E-03
  -0.0788000000      2.55018054      0.5371400984E-03
  -0.0787000000      2.55290168      0.5380677144E-03
  -0.0786000000      2.55562282      0.5389987777E-03
  -0.0785000000      2.55834396      0.5399332943E-03
  -0.0784000000      2.56106510      0.5408712703E-03
  -0.0783000000      2.56378624      0.5418127117E-03
  -0.0782000000      2.56650737      0.5427576251E-03
  -0.0781000000      2.56922851      0.5437060169E-03
  -0.0780000000      2.57194965      0.5446578939E-03
  -0.0779000000      2.57467079      0.5456132627E-03
  -0.0778000000      2.57739193      0.5465721306E-03
  -0.0777000000      2.58011307      0.5475345045E-03
  -0.0776000000      2.58283420      0.5485003920E-03
  -0.0775000000      2.58555534      0.5494698004E-03
  -0.0774000000      2.58827648      0.5504427374E-03
  -0.0773000000      2.59099762      0.5514192110E-03
  -0.0772000000      2.59371876      0.5523992292E-03
  -0.0771000000      2.59643990      0.5533828002E-03
  -0.0770000000      2.59916103      0.5543699323E-03
  -0.0769000000      2.60188217      0.5553606343E-03
  -0.0768000000      2.60460331      0.5563549148E-03
  -0.0767000000      2.60732445      0.5573527830E-03
  -0.0766000000      2.61004559      0.5583542479E-03
  -0.0765000000      2.61276673      0.5593593189E-03
  -0.0764000000      2.61548787      0.5603680056E-03
  -0.0763000000      2.61820900      0.5613803179E-03
  -0.0762000000      2.62093014      0.5623962656E-03
  -0.0761000000      2.62365128      0.5634158590E-03
  -0.0760000000      2.62637242      0.5644391086E-03
  -0.0759000000      2.62909356      0.5654660249E-03
  -0.0758000000      2.63181470      0.5664966189E-03
  -0.0757000000      2.63453583      0.5675309015E-03
  -0.0756000000      2.63725697      0.5685688842E-03
  -0.0755000000      2.63997811      0.5696105783E-03
  -0.0754000000      2.64269925      0.5706559958E-03
  -0.0753000000      2.64542039      0.5717051485E-03
  -0.0752000000      2.64814153      0.5727580488E-03
  -0.0751000000      2.65086266      0.5738147090E-03
  -0.0750000000      2.65358380      0.5748751420E-03
  -0.0749000000      2.65630494      0.5759393607E-03
  -0.0748000000      2.65902608      0.5770073782E-03
  -0.0747000000      2.66174722      0.5780792081E-03
  -0.0746000000      2.66446836      0.5791548641E-03
  -0.0745000000      2.66718949      0.5802343601E-03
  -0.0744000000      2.66991063      0.5813177104E-03
  -0.0743000000      2.67263177      0.5824049296E-03
  -0.0742000000      2.67535291      0.5834960323E-03
  -0.0741000000      2.67807405      0.5845910336E-03
  -0.0740000000      2.68079519      0.5856899488E-03
  -0.0739000000      2.68351633      0.5867927935E-03
  -0.0738000000      2.68623746      0.5878995836E-03
  -0.0737000000      2.68895860      0.5890103353E-03
  -0.0736000000      2.69167974      0.5901250650E-03
  -0.0735000000      2.69440088      0.5912437893E-03
  -0.0734000000      2.69712202      0.5923665254E-03
  -0.0733000000      2.69984316      0.5934932905E-03
  -0.0732000000      2.70256429      0.5946241023E-03
  -0.0731000000      2.70528543      0.5957589787E-03
  -0.0730000000      2.70800657      0.5968979378E-03
  -0.0729000000      2.71072771      0.5980409983E-03
  -0.0728000000      2.71344885      0.5991881789E-03
  -0.0727000000      2.71616999      0.6003394988E-03
  -0.0726000000      2.71889112      0.6014949775E-03
  -0.0725000000      2.72161226      0.6026546348E-03
  -0.0724000000      2.72433340      0.6038184907E-03
  -0.0723000000      2.72705454      0.6049865658E-03
  -0.0722000000      2.72977568      0.6061588808E-03
  -0.0721000000      2.73249682      0.6073354567E-03
  -0.0720000000      2.73521795      0.6085163151E-03
  -0.0719000000      2.73793909      0.6097014776E-03
  -0.0718000000      2.74066023      0.6108909665E-03
  -0.0717000000      2.74338137      0.6120848042E-03
  -0.0716000000      2.74610251      0.6132830135E-03
  -0.0715000000      2.74882365      0.6144856175E-03
  -0.0714000000      2.75154479      0.6156926399E-03
  -0.0713000000      2.75426592      0.6169041044E-03
  -0.0712000000      2.75698706      0.6181200353E-03
  -0.0711000000      2.75970820      0.6193404573E-03
  -0.0710000000      2.76242934      0.6205653953E-03
  -0.0709000000      2.76515048      0.6217948746E-03
  -0.0708000000      2.76787162      0.6230289209E-03
  -0.0707000000      2.77059275      0.6242675605E-03
  -0.0706000000      2.77331389      0.6255108197E-03
  -0.0705000000      2.77603503      0.6267587254E-03
  -0.0704000000      2.77875617      0.6280113049E-03
  -0.0703000000      2.78147731      0.6292685859E-03
  -0.0702000000      2.78419845      0.6305305963E-03
  -0.0701000000      2.78691958      0.6317973646E-03
  -0.0700000000      2.78964072      0.6330689196E-03
  -0.0699000000      2.79236186      0.6343452907E-03
  -0.0698000000      2.79508300      0.6356265074E-03
  -0.0697000000      2.79780414      0.6369125998E-03
  -0.0696000000      2.80052528      0.6382035984E-03
  -0.0695000000      2.80324641      0.6394995340E-03
  -0.0694000000      2.80596755      0.6408004381E-03
  -0.0693000000      2.80868869      0.6421063423E-03
  -0.0692000000      2.81140983      0.6434172789E-03
  -0.0691000000      2.81413097      0.6447332803E-03
  -0.0690000000      2.81685211      0.6460543797E-03
  -0.0689000000      2.81957325      0.6473806105E-03
  -0.0688000000      2.82229438      0.6487120067E-03
  -0.0687000000      2.82501552      0.6500486026E-03
  -0.0686000000      2.82773666      0.6513904330E-03
  -0.0685000000      2.83045780      0.6527375332E-03
  -0.0684000000      2.83317894      0.6540899388E-03
  -0.0683000000      2.83590008      0.6554476861E-03
  -0.0682000000      2.83862121      0.6568108118E-03
  -0.0681000000      2.84134235      0.6581793528E-03
  -0.0680000000      2.84406349      0.6595533468E-03
  -0.0679000000      2.84678463      0.6609328318E-03
  -0.0678000000      2.84950577      0.6623178463E-03
  -0.0677000000      2.85222691      0.6637084294E-03
  -0.0676000000      2.85494804      0.6651046205E-03
  -0.0675000000      2.85766918      0.6665064596E-03
  -0.0674000000      2.86039032      0.6679139871E-03
  -0.0673000000      2.86311146      0.6693272440E-03
  -0.0672000000      2.86583260      0.6707462717E-03
  -0.0671000000      2.86855374      0.6721711122E-03
  -0.0670000000      2.87127487      0.6736018080E-03
  -0.0669000000      2.87399601      0.6750384019E-03
  -0.0668000000      2.87671715      0.6764809375E-03
  -0.0667000000      2.87943829      0.6779294588E-03
  -0.0666000000      2.88215943      0.6793840102E-03
  -0.0665000000      2.88488057      0.6808446368E-03
  -0.0664000000      2.88760171      0.6823113842E-03
  -0.0663000000      2.89032284      0.6837842984E-03
  -0.0662000000      2.89304398      0.6852634260E-03
  -0.0661000000      2.89576512      0.6867488141E-03
  -0.0660000000      2.89848626      0.6882405106E-03
  -0.0659000000      2.90120740      0.6897385636E-03
  -0.0658000000      2.90392854      0.6912430218E-03
  -0.0657000000      2.90664967      0.6927539347E-03
  -0.0656000000      2.90937081      0.6942713522E-03
  -0.0655000000      2.91209195      0.6957953246E-03
  -0.0654000000      2.91481309      0.6973259030E-03
  -0.0653000000      2.91753423      0.6988631390E-03
  -0.0652000000      2.92025537      0.7004070847E-03
  -0.0651000000      2.92297650      0.7019577929E-03
  -0.0650000000      2.92569764      0.7035153168E-03
  -0.0649000000      2.92841878      0.7050797104E-03
  -0.0648000000      2.93113992      0.7066510281E-03
  -0.0647000000      2.93386106      0.7082293250E-03
  -0.0646000000      2.93658220      0.7098146568E-03
  -0.0645000000      2.93930333      0.7114070796E-03
  -0.0644000000      2.94202447      0.7130066505E-03
  -0.0643000000      2.94474561      0.7146134268E-03
  -0.0642000000      2.94746675      0.7162274666E-03
  -0.0641000000      2.95018789      0.7178488287E-03
  -0.0640000000      2.95290903      0.7194775723E-03
  -0.0639000000      2.95563017      0.7211137573E-03
  -0.0638000000      2.95835130      0.7227574444E-03
  -0.0637000000      2.96107244      0.7244086948E-03
  -0.0636000000      2.96379358      0.7260675701E-03
  -0.0635000000      2.96651472      0.7277341331E-03
  -0.0634000000      2.96923586      0.7294084466E-03
  -0.0633000000      2.97195700      0.7310905746E-03
  -0.0632000000      2.97467813      0.7327805815E-03
  -0.0631000000      2.97739927      0.7344785322E-03
  -0.0630000000      2.98012041      0.7361844926E-03
  -0.0629000000      2.98284155      0.7378985291E-03
  -0.0628000000      2.98556269      0.7396207087E-03
  -0.0627000000      2.98828383      0.7413510992E-03
  -0.0626000000      2.99100496      0.7430897690E-03
  -0.0625000000      2.99372610      0.7448367873E-03
  -0.0624000000      2.99644724      0.7465922238E-03
  -0.0623000000      2.99916838      0.7483561491E-03
  -0.0622000000      3.00188952      0.7501286343E-03
  -0.0621000000      3.00461066      0.7519097513E-03
  -0.0620000000      3.00733179      0.7536995729E-03
  -0.0619000000      3.01005293      0.7554981722E-03
  -0.0618000000      3.01277407      0.7573056234E-03
  -0.0617000000      3.01549521      0.7591220012E-03
  -0.0616000000      3.01821635      0.7609473811E-03
  -0.0615000000      3.02093749      0.7627818393E-03
  -0.0614000000      3.02365863      0.7646254528E-03
  -0.0613000000      3.02637976      0.7664782994E-03
  -0.0612000000      3.02910090      0.7683404575E-03
  -0.0611000000      3.03182204      0.7702120062E-03
  -0.0610000000      3.03454318      0.7720930257E-03
  -0.0609000000      3.03726432      0.7739835965E-03
  -0.0608000000      3.03998546      0.7758838003E-03
  -0.0607000000      3.04270659      0.7777937194E-03
  -0.0606000000      3.04542773      0.7797134367E-03
  -0.0605000000      3.04814887      0.7816430361E-03
  -0.0604000000      3.05087001      0.7835826023E-03
  -0.0603000000      3.05359115      0.7855322208E-03
  -0.0602000000      3.05631229      0.7874919778E-03
  -0.0601000000      3.05903342      0.7894619603E-03
  -0.0600000000      3.06175456      0.7914422562E-03
  -0.0599000000      3.06447570      0.7934329542E-03
  -0.0598000000      3.06719684      0.7954341438E-03
  -0.0597000000      3.06991798      0.7974459155E-03
  -0.0596000000      3.07263912      0.7994683603E-03
  -0.0595000000      3.07536025      0.8015015703E-03
  -0.0594000000      3.07808139      0.8035456385E-03
  -0.0593000000      3.08080253      0.8056006585E-03
  -0.0592000000      3.08352367      0.8076667250E-03
  -0.0591000000      3.08624481      0.8097439335E-03
  -0.0590000000      3.08896595      0.8118323803E-03
  -0.0589000000      3.09168709      0.8139321626E-03
  -0.0588000000      3.09440822      0.8160433787E-03
  -0.0587000000      3.09712936      0.8181661275E-03
  -0.0586000000      3.09985050      0.8203005090E-03
  -0.0585000000      3.10257164      0.8224466241E-03
  -0.0584000000      3.10529278      0.8246045744E-03
  -0.0583000000      3.10801392      0.8267744627E-03
  -0.0582000000      3.11073505      0.8289563927E-03
  -0.0581000000      3.11345619      0.8311504688E-03
  -0.0580000000      3.11617733      0.8333567966E-03
  -0.0579000000      3.11889847      0.8355754826E-03
  -0.0578000000      3.12161961      0.8378066342E-03
  -0.0577000000      3.12434075      0.8400503597E-03
  -0.0576000000      3.12706188      0.8423067686E-03
  -0.0575000000      3.12978302      0.8445759712E-03
  -0.0574000000      3.13250416      0.8468580789E-03
  -0.0573000000      3.13522530      0.8491532039E-03
  -0.0572000000      3.13794644      0.8514614597E-03
  -0.0571000000      3.14066758      0.8537829606E-03
  -0.0570000000      3.14338871      0.8561178221E-03
  -0.0569000000      3.14610985      0.8584661605E-03
  -0.0568000000      3.14883099      0.8608280933E-03
  -0.0567000000      3.15155213      0.8632037391E-03
  -0.0566000000      3.15427327      0.8655932174E-03
  -0.0565000000      3.15699441      0.8679966489E-03
  -0.0564000000      3.15971555      0.8704141552E-03
  -0.0563000000      3.16243668      0.8728458593E-03
  -0.0562000000      3.16515782      0.8752918849E-03
  -0.0561000000      3.16787896      0.8777523571E-03
  -0.0560000000      3.17060010      0.8802274021E-03
  -0.0559000000      3.17332124      0.8827171469E-03
  -0.0558000000      3.17604238      0.8852217201E-03
  -0.0557000000      3.17876351      0.8877412511E-03
  -0.0556000000      3.18148465      0.8902758705E-03
  -0.0555000000      3.18420579      0.8928257103E-03
  -0.0554000000      3.18692693      0.8953909033E-03
  -0.0553000000      3.18964807      0.8979715837E-03
  -0.0552000000      3.19236921      0.9005678870E-03
  -0.0551000000      3.19509034      0.9031799496E-03
  -0.0550000000      3.19781148      0.9058079093E-03
  -0.0549000000      3.20053262      0.9084519052E-03
  -0.0548000000      3.20325376      0.9111120773E-03
  -0.0547000000      3.20597490      0.9137885673E-03
  -0.0546000000      3.20869604      0.9164815179E-03
  -0.0545000000      3.21141717      0.9191910729E-03
  -0.0544000000      3.21413831      0.9219173777E-03
  -0.0543000000      3.21685945      0.9246605789E-03
  -0.0542000000      3.21958059      0.9274208243E-03
  -0.0541000000      3.22230173      0.9301982630E-03
  -0.0540000000      3.22502287      0.9329930456E-03
  -0.0539000000      3.22774401      0.9358053239E-03
  -0.0538000000      3.23046514      0.9386352510E-03
  -0.0537000000      3.23318628      0.9414829815E-03
  -0.0536000000      3.23590742      0.9443486714E-03
  -0.0535000000      3.23862856      0.9472324778E-03
  -0.0534000000      3.24134970      0.9501345595E-03
  -0.0533000000      3.24407084      0.9530550766E-03
  -0.0532000000      3.24679197      0.9559941907E-03
  -0.0531000000      3.24951311      0.9589520646E-03
  -0.0530000000      3.25223425      0.9619288629E-03
  -0.0529000000      3.25495539      0.9649247514E-03
  -0.0528000000      3.25767653      0.9679398974E-03
  -0.0527000000      3.26039767      0.9709744700E-03
  -0.0526000000      3.26311880      0.9740286393E-03
  -0.0525000000      3.26583994      0.9771025773E-03
  -0.0524000000      3.26856108      0.9801964575E-03
  -0.0523000000      3.27128222      0.9833104548E-03
  -0.0522000000      3.27400336      0.9864447458E-03
  -0.0521000000      3.27672450      0.9895995086E-03
  -0.0520000000      3.27944563      0.9927749230E-03
  -0.0519000000      3.28216677      0.9959711702E-03
  -0.0518000000      3.28488791      0.9991884333E-03
  -0.0517000000      3.28760905      0.1002426897E-02
  -0.0516000000      3.29033019      0.1005686747E-02
  -0.0515000000      3.29305133      0.1008968172E-02
  -0.0514000000      3.29577247      0.1012271362E-02
  -0.0513000000      3.29849360      0.1015596507E-02
  -0.0512000000      3.30121474      0.1018943802E-02
  -0.0511000000      3.30393588      0.1022313440E-02
  -0.0510000000      3.30665702      0.1025705618E-02
  -0.0509000000      3.30937816      0.1029120535E-02
  -0.0508000000      3.31209930      0.1032558391E-02
  -0.0507000000      3.31482043      0.1036019388E-02
  -0.0506000000      3.31754157      0.1039503730E-02
  -0.0505000000      3.32026271      0.1043011622E-02
  -0.0504000000      3.32298385      0.1046543273E-02
  -0.0503000000      3.32570499      0.1050098891E-02
  -0.0502000000      3.32842613      0.1053678689E-02
  -0.0501000000      3.33114726      0.1057282878E-02
  -0.0500000000      3.33386840      0.1060911676E-02
  -0.0499000000      3.33658954      0.1064565298E-02
  -0.0498000000      3.33931068      0.1068243965E-02
  -0.0497000000      3.34203182      0.1071947897E-02
  -0.0496000000      3.34475296      0.1075677318E-02
  -0.0495000000      3.34747409      0.1079432454E-02
  -0.0494000000      3.35019523      0.1083213531E-02
  -0.0493000000      3.35291637      0.1087020780E-02
  -0.0492000000      3.35563751      0.1090854432E-02
  -0.0491000000      3.35835865      0.1094714720E-02
  -0.0490000000      3.36107979      0.1098601882E-02
  -0.0489000000      3.36380093      0.1102516155E-02
  -0.0488000000      3.36652206      0.1106457780E-02
  -0.0487000000      3.36924320      0.1110426999E-02
  -0.0486000000      3.37196434      0.1114424058E-02
  -0.0485000000      3.37468548      0.1118449203E-02
  -0.0484000000      3.37740662      0.1122502685E-02
  -0.0483000000      3.38012776      0.1126584755E-02
  -0.0482000000      3.38284889      0.1130695668E-02
  -0.0481000000      3.38557003      0.1134835680E-02
  -0.0480000000      3.38829117      0.1139005050E-02
  -0.0479000000      3.39101231      0.1143204041E-02
  -0.0478000000      3.39373345      0.1147432916E-02
  -0.0477000000      3.39645459      0.1151691942E-02
  -0.0476000000      3.39917572      0.1155981388E-02
  -0.0475000000      3.40189686      0.1160301525E-02
  -0.0474000000      3.40461800      0.1164652629E-02
  -0.0473000000      3.40733914      0.1169034976E-02
  -0.0472000000      3.41006028      0.1173448845E-02
  -0.0471000000      3.41278142      0.1177894519E-02
  -0.0470000000      3.41550255      0.1182372283E-02
  -0.0469000000      3.41822369      0.1186882425E-02
  -0.0468000000      3.42094483      0.1191425234E-02
  -0.0467000000      3.42366597      0.1196001005E-02
  -0.0466000000      3.42638711      0.1200610034E-02
  -0.0465000000      3.42910825      0.1205252620E-02
  -0.0464000000      3.43182939      0.1209929064E-02
  -0.0463000000      3.43455052      0.1214639672E-02
  -0.0462000000      3.43727166      0.1219384752E-02
  -0.0461000000      3.43999280      0.1224164614E-02
  -0.0460000000      3.44271394      0.1228979572E-02
  -0.0459000000      3.44543508      0.1233829944E-02
  -0.0458000000      3.44815622      0.1238716050E-02
  -0.0457000000      3.45087735      0.1243638213E-02
  -0.0456000000      3.45359849      0.1248596760E-02
  -0.0455000000      3.45631963      0.1253592020E-02
  -0.0454000000      3.45904077      0.1258624326E-02
  -0.0453000000      3.46176191      0.1263694016E-02
  -0.0452000000      3.46448305      0.1268801428E-02
  -0.0451000000      3.46720418      0.1273946906E-02
  -0.0450000000      3.46992532      0.1279130796E-02
  -0.0449000000      3.47264646      0.1284353449E-02
  -0.0448000000      3.47536760      0.1289615218E-02
  -0.0447000000      3.47808874      0.1294916460E-02
  -0.0446000000      3.48080988      0.1300257536E-02
  -0.0445000000      3.48353101      0.1305638811E-02
  -0.0444000000      3.48625215      0.1311060652E-02
  -0.0443000000      3.48897329      0.1316523432E-02
  -0.0442000000      3.49169443      0.1322027526E-02
